"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"1400000US17019005701","Census Tract 57.01; Champaign County; Illinois","67066","20062",
"1400000US17019005702","Census Tract 57.02; Champaign County; Illinois","95278","34654",
"1400000US17019005800","Census Tract 58; Champaign County; Illinois","71525","14072",
"1400000US17019005901","Census Tract 59.01; Champaign County; Illinois","10208","2635",
"1400000US17019005902","Census Tract 59.02; Champaign County; Illinois","17159","7480",
"1400000US17019006000","Census Tract 60; Champaign County; Illinois","30163","3392",
"1400000US17019010100","Census Tract 101; Champaign County; Illinois","48503","8424",
"1400000US17019010204","Census Tract 102.04; Champaign County; Illinois","55183","15710",
"1400000US17019010300","Census Tract 103; Champaign County; Illinois","41909","5278",
"1400000US17019010400","Census Tract 104; Champaign County; Illinois","81587","8593",
"1400000US17019010500","Census Tract 105; Champaign County; Illinois","106458","11156",
"1400000US17019010601","Census Tract 106.01; Champaign County; Illinois","126918","9371",
"1400000US17019010603","Census Tract 106.03; Champaign County; Illinois","100694","20655",
"1400000US17019010604","Census Tract 106.04; Champaign County; Illinois","117500","28954",
"1400000US17019010701","Census Tract 107.01; Champaign County; Illinois","116638","30371",
"1400000US17019010702","Census Tract 107.02; Champaign County; Illinois","109906","14157",
"1400000US17019010800","Census Tract 108; Champaign County; Illinois","92500","10428",
"1400000US17019010901","Census Tract 109.01; Champaign County; Illinois","101154","14253",
"1400000US17019010902","Census Tract 109.02; Champaign County; Illinois","78967","12899",
"1400000US17019011001","Census Tract 110.01; Champaign County; Illinois","51818","18613",
"1400000US17019011002","Census Tract 110.02; Champaign County; Illinois","63750","40329",
"1400000US17019011100","Census Tract 111; Champaign County; Illinois","29544","4846",
"1400000US17021958100","Census Tract 9581; Christian County; Illinois","81000","13681",
"1400000US17021958200","Census Tract 9582; Christian County; Illinois","68214","16219",
"1400000US17021958300","Census Tract 9583; Christian County; Illinois","60391","15911",
"1400000US17021958400","Census Tract 9584; Christian County; Illinois","58769","7005",
"1400000US17021958500","Census Tract 9585; Christian County; Illinois","39940","11352",
"1400000US17021958600","Census Tract 9586; Christian County; Illinois","73617","10096",
"1400000US17021958700","Census Tract 9587; Christian County; Illinois","62332","14672",
"1400000US17021958800","Census Tract 9588; Christian County; Illinois","53023","13040",
"1400000US17021958900","Census Tract 9589; Christian County; Illinois","40223","8063",
"1400000US17021959000","Census Tract 9590; Christian County; Illinois","83852","6366",
"1400000US17023060100","Census Tract 601; Clark County; Illinois","84007","4269",
"1400000US17023060200","Census Tract 602; Clark County; Illinois","74423","15690",
"1400000US17023060300","Census Tract 603; Clark County; Illinois","59808","9777",
"1400000US17023060400","Census Tract 604; Clark County; Illinois","75132","5435",
"1400000US17025971900","Census Tract 9719; Clay County; Illinois","75231","10832",
"1400000US17025972000","Census Tract 9720; Clay County; Illinois","54417","13838",
"1400000US17025972100","Census Tract 9721; Clay County; Illinois","45391","15432",
"1400000US17025972200","Census Tract 9722; Clay County; Illinois","75029","6303",
"1400000US17027900100","Census Tract 9001; Clinton County; Illinois","103504","9418",
"1400000US17027900200","Census Tract 9002; Clinton County; Illinois","111607","6504",
"1400000US17027900300","Census Tract 9003; Clinton County; Illinois","85533","13398",
"1400000US17027900401","Census Tract 9004.01; Clinton County; Illinois","83315","18191",
"1400000US17027900403","Census Tract 9004.03; Clinton County; Illinois","79625","21656",
"1400000US17027900404","Census Tract 9004.04; Clinton County; Illinois","56838","10599",
"1400000US17027900500","Census Tract 9005; Clinton County; Illinois","58971","5617",
"1400000US17027900601","Census Tract 9006.01; Clinton County; Illinois","87150","14002",
"1400000US17027900602","Census Tract 9006.02; Clinton County; Illinois","92056","7176",
"1400000US17029000100","Census Tract 1; Coles County; Illinois","63354","4645",
"1400000US17029000200","Census Tract 2; Coles County; Illinois","81660","12043",
"1400000US17029000300","Census Tract 3; Coles County; Illinois","69679","11029",
"1400000US17029000400","Census Tract 4; Coles County; Illinois","35417","9779",
"1400000US17029000500","Census Tract 5; Coles County; Illinois","41176","17639",
"1400000US17029000600","Census Tract 6; Coles County; Illinois","84323","11720",
"1400000US17029000701","Census Tract 7.01; Coles County; Illinois","69545","21810",
"1400000US17029000702","Census Tract 7.02; Coles County; Illinois","33974","6056",
"1400000US17029000800","Census Tract 8; Coles County; Illinois","47994","17460",
"1400000US17029000900","Census Tract 9; Coles County; Illinois","87708","22209",
"1400000US17029001000","Census Tract 10; Coles County; Illinois","51597","5215",
"1400000US17029001100","Census Tract 11; Coles County; Illinois","51558","14123",
"1400000US17029001200","Census Tract 12; Coles County; Illinois","54818","13477",
"1400000US17031010100","Census Tract 101; Cook County; Illinois","74145","3495",
"1400000US17031010201","Census Tract 102.01; Cook County; Illinois","63056","21160",
"1400000US17031010202","Census Tract 102.02; Cook County; Illinois","53220","14868",
"1400000US17031010300","Census Tract 103; Cook County; Illinois","73105","16064",
"1400000US17031010400","Census Tract 104; Cook County; Illinois","54083","9232",
"1400000US17031010501","Census Tract 105.01; Cook County; Illinois","48833","11527",
"1400000US17031010502","Census Tract 105.02; Cook County; Illinois","63125","11481",
"1400000US17031010503","Census Tract 105.03; Cook County; Illinois","32443","17027",
"1400000US17031010600","Census Tract 106; Cook County; Illinois","72500","19955",
"1400000US17031010701","Census Tract 107.01; Cook County; Illinois","74813","18284",
"1400000US17031010702","Census Tract 107.02; Cook County; Illinois","61724","7345",
"1400000US17031020100","Census Tract 201; Cook County; Illinois","64904","20863",
"1400000US17031020200","Census Tract 202; Cook County; Illinois","120625","14804",
"1400000US17031020301","Census Tract 203.01; Cook County; Illinois","78385","20539",
"1400000US17031020302","Census Tract 203.02; Cook County; Illinois","71250","12211",
"1400000US17031020400","Census Tract 204; Cook County; Illinois","73790","26057",
"1400000US17031020500","Census Tract 205; Cook County; Illinois","37819","30497",
"1400000US17031020601","Census Tract 206.01; Cook County; Illinois","64127","9285",
"1400000US17031020602","Census Tract 206.02; Cook County; Illinois","89663","37315",
"1400000US17031020701","Census Tract 207.01; Cook County; Illinois","108568","17248",
"1400000US17031020702","Census Tract 207.02; Cook County; Illinois","63906","17677",
"1400000US17031020801","Census Tract 208.01; Cook County; Illinois","74931","25933",
"1400000US17031020802","Census Tract 208.02; Cook County; Illinois","68725","12683",
"1400000US17031020901","Census Tract 209.01; Cook County; Illinois","56291","8621",
"1400000US17031020902","Census Tract 209.02; Cook County; Illinois","45547","14825",
"1400000US17031030101","Census Tract 301.01; Cook County; Illinois","48929","18460",
"1400000US17031030102","Census Tract 301.02; Cook County; Illinois","59826","7751",
"1400000US17031030103","Census Tract 301.03; Cook County; Illinois","49545","16861",
"1400000US17031030104","Census Tract 301.04; Cook County; Illinois","41823","10636",
"1400000US17031030200","Census Tract 302; Cook County; Illinois","108466","18807",
"1400000US17031030300","Census Tract 303; Cook County; Illinois","68933","20922",
"1400000US17031030400","Census Tract 304; Cook County; Illinois","98909","16107",
"1400000US17031030500","Census Tract 305; Cook County; Illinois","127055","11147",
"1400000US17031030601","Census Tract 306.01; Cook County; Illinois","52917","13298",
"1400000US17031030603","Census Tract 306.03; Cook County; Illinois","49674","14186",
"1400000US17031030604","Census Tract 306.04; Cook County; Illinois","51688","13629",
"1400000US17031030701","Census Tract 307.01; Cook County; Illinois","44948","13984",
"1400000US17031030702","Census Tract 307.02; Cook County; Illinois","60603","14553",
"1400000US17031030703","Census Tract 307.03; Cook County; Illinois","74702","10599",
"1400000US17031030706","Census Tract 307.06; Cook County; Illinois","52167","9687",
"1400000US17031030800","Census Tract 308; Cook County; Illinois","105585","15118",
"1400000US17031030900","Census Tract 309; Cook County; Illinois","87485","21521",
"1400000US17031031000","Census Tract 310; Cook County; Illinois","132147","30871",
"1400000US17031031100","Census Tract 311; Cook County; Illinois","92717","14407",
"1400000US17031031200","Census Tract 312; Cook County; Illinois","25713","10158",
"1400000US17031031300","Census Tract 313; Cook County; Illinois","68942","13509",
"1400000US17031031400","Census Tract 314; Cook County; Illinois","93026","12239",
"1400000US17031031501","Census Tract 315.01; Cook County; Illinois","52250","14763",
"1400000US17031031502","Census Tract 315.02; Cook County; Illinois","49684","3308",
"1400000US17031031700","Census Tract 317; Cook County; Illinois","79867","11481",
"1400000US17031031800","Census Tract 318; Cook County; Illinois","82313","14425",
"1400000US17031031900","Census Tract 319; Cook County; Illinois","94107","18582",
"1400000US17031032100","Census Tract 321; Cook County; Illinois","72515","20598",
"1400000US17031040100","Census Tract 401; Cook County; Illinois","90952","26166",
"1400000US17031040201","Census Tract 402.01; Cook County; Illinois","104484","22404",
"1400000US17031040202","Census Tract 402.02; Cook County; Illinois","67832","13521",
"1400000US17031040300","Census Tract 403; Cook County; Illinois","78879","31593",
"1400000US17031040401","Census Tract 404.01; Cook County; Illinois","108899","25410",
"1400000US17031040402","Census Tract 404.02; Cook County; Illinois","99201","14332",
"1400000US17031040600","Census Tract 406; Cook County; Illinois","89091","11944",
"1400000US17031040700","Census Tract 407; Cook County; Illinois","105365","7896",
"1400000US17031040800","Census Tract 408; Cook County; Illinois","114397","36978",
"1400000US17031040900","Census Tract 409; Cook County; Illinois","86359","25319",
"1400000US17031050100","Census Tract 501; Cook County; Illinois","116438","38214",
"1400000US17031050200","Census Tract 502; Cook County; Illinois","133708","10395",
"1400000US17031050300","Census Tract 503; Cook County; Illinois","151630","31876",
"1400000US17031050500","Census Tract 505; Cook County; Illinois","141563","19907",
"1400000US17031050600","Census Tract 506; Cook County; Illinois","137083","57214",
"1400000US17031050700","Census Tract 507; Cook County; Illinois","135653","19820",
"1400000US17031050800","Census Tract 508; Cook County; Illinois","190469","57169",
"1400000US17031050900","Census Tract 509; Cook County; Illinois","132258","18210",
"1400000US17031051000","Census Tract 510; Cook County; Illinois","186458","19952",
"1400000US17031051100","Census Tract 511; Cook County; Illinois","161900","87923",
"1400000US17031051200","Census Tract 512; Cook County; Illinois","176571","12051",
"1400000US17031051300","Census Tract 513; Cook County; Illinois","147386","76374",
"1400000US17031051400","Census Tract 514; Cook County; Illinois","167194","20879",
"1400000US17031060100","Census Tract 601; Cook County; Illinois","157917","41617",
"1400000US17031060200","Census Tract 602; Cook County; Illinois","85417","30361",
"1400000US17031060300","Census Tract 603; Cook County; Illinois","173125","33305",
"1400000US17031060400","Census Tract 604; Cook County; Illinois","153625","5925",
"1400000US17031060500","Census Tract 605; Cook County; Illinois","52143","40197",
"1400000US17031060800","Census Tract 608; Cook County; Illinois","90174","12341",
"1400000US17031060900","Census Tract 609; Cook County; Illinois","79016","8512",
"1400000US17031061000","Census Tract 610; Cook County; Illinois","121332","15749",
"1400000US17031061100","Census Tract 611; Cook County; Illinois","117330","50774",
"1400000US17031061200","Census Tract 612; Cook County; Illinois","122857","10641",
"1400000US17031061500","Census Tract 615; Cook County; Illinois","128958","12630",
"1400000US17031061800","Census Tract 618; Cook County; Illinois","85139","16151",
"1400000US17031061901","Census Tract 619.01; Cook County; Illinois","73769","14115",
"1400000US17031061902","Census Tract 619.02; Cook County; Illinois","95705","18011",
"1400000US17031062000","Census Tract 620; Cook County; Illinois","121375","37230",
"1400000US17031062100","Census Tract 621; Cook County; Illinois","103462","50662",
"1400000US17031062200","Census Tract 622; Cook County; Illinois","197159","42662",
"1400000US17031062300","Census Tract 623; Cook County; Illinois","250,000+","***",
"1400000US17031062400","Census Tract 624; Cook County; Illinois","152361","48272",
"1400000US17031062500","Census Tract 625; Cook County; Illinois","203333","60663",
"1400000US17031062600","Census Tract 626; Cook County; Illinois","210536","57117",
"1400000US17031062700","Census Tract 627; Cook County; Illinois","146979","36382",
"1400000US17031062800","Census Tract 628; Cook County; Illinois","190139","31539",
"1400000US17031062900","Census Tract 629; Cook County; Illinois","169906","27185",
"1400000US17031063000","Census Tract 630; Cook County; Illinois","102040","24113",
"1400000US17031063100","Census Tract 631; Cook County; Illinois","94948","10317",
"1400000US17031063200","Census Tract 632; Cook County; Illinois","79782","13135",
"1400000US17031063301","Census Tract 633.01; Cook County; Illinois","66901","13158",
"1400000US17031063302","Census Tract 633.02; Cook County; Illinois","98219","15924",
"1400000US17031063303","Census Tract 633.03; Cook County; Illinois","107639","9377",
"1400000US17031063400","Census Tract 634; Cook County; Illinois","86979","32663",
"1400000US17031070101","Census Tract 701.01; Cook County; Illinois","83614","24458",
"1400000US17031070102","Census Tract 701.02; Cook County; Illinois","110577","32736",
"1400000US17031070103","Census Tract 701.03; Cook County; Illinois","73581","13640",
"1400000US17031070200","Census Tract 702; Cook County; Illinois","109000","28125",
"1400000US17031070300","Census Tract 703; Cook County; Illinois","156898","67260",
"1400000US17031070400","Census Tract 704; Cook County; Illinois","192955","80243",
"1400000US17031070500","Census Tract 705; Cook County; Illinois","207076","31204",
"1400000US17031070600","Census Tract 706; Cook County; Illinois","249531","96788",
"1400000US17031070700","Census Tract 707; Cook County; Illinois","143955","50151",
"1400000US17031071000","Census Tract 710; Cook County; Illinois","179438","42924",
"1400000US17031071100","Census Tract 711; Cook County; Illinois","204609","35748",
"1400000US17031071200","Census Tract 712; Cook County; Illinois","131383","21522",
"1400000US17031071300","Census Tract 713; Cook County; Illinois","129486","30930",
"1400000US17031071400","Census Tract 714; Cook County; Illinois","113581","30976",
"1400000US17031071500","Census Tract 715; Cook County; Illinois","119024","15170",
"1400000US17031071600","Census Tract 716; Cook County; Illinois","204375","71736",
"1400000US17031071700","Census Tract 717; Cook County; Illinois","202500","85311",
"1400000US17031071800","Census Tract 718; Cook County; Illinois","241228","36898",
"1400000US17031080100","Census Tract 801; Cook County; Illinois","105000","24417",
"1400000US17031080201","Census Tract 802.01; Cook County; Illinois","120409","26560",
"1400000US17031080202","Census Tract 802.02; Cook County; Illinois","106071","14241",
"1400000US17031080300","Census Tract 803; Cook County; Illinois","151830","20344",
"1400000US17031080400","Census Tract 804; Cook County; Illinois","68270","51179",
"1400000US17031081000","Census Tract 810; Cook County; Illinois","79465","12761",
"1400000US17031081100","Census Tract 811; Cook County; Illinois","79561","9747",
"1400000US17031081201","Census Tract 812.01; Cook County; Illinois","122659","21769",
"1400000US17031081202","Census Tract 812.02; Cook County; Illinois","154569","69448",
"1400000US17031081300","Census Tract 813; Cook County; Illinois","108625","28286",
"1400000US17031081401","Census Tract 814.01; Cook County; Illinois","83292","15854",
"1400000US17031081402","Census Tract 814.02; Cook County; Illinois","170333","47591",
"1400000US17031081403","Census Tract 814.03; Cook County; Illinois","110327","17754",
"1400000US17031081500","Census Tract 815; Cook County; Illinois","134320","30560",
"1400000US17031081600","Census Tract 816; Cook County; Illinois","145500","34473",
"1400000US17031081700","Census Tract 817; Cook County; Illinois","142821","20453",
"1400000US17031081800","Census Tract 818; Cook County; Illinois","147354","17948",
"1400000US17031081900","Census Tract 819; Cook County; Illinois","225694","57588",
"1400000US17031090100","Census Tract 901; Cook County; Illinois","140194","41371",
"1400000US17031090200","Census Tract 902; Cook County; Illinois","127384","21219",
"1400000US17031090300","Census Tract 903; Cook County; Illinois","116438","21260",
"1400000US17031100100","Census Tract 1001; Cook County; Illinois","114536","18492",
"1400000US17031100200","Census Tract 1002; Cook County; Illinois","94167","23243",
"1400000US17031100300","Census Tract 1003; Cook County; Illinois","95441","23700",
"1400000US17031100400","Census Tract 1004; Cook County; Illinois","142123","18205",
"1400000US17031100500","Census Tract 1005; Cook County; Illinois","128688","19308",
"1400000US17031100600","Census Tract 1006; Cook County; Illinois","78689","12692",
"1400000US17031100700","Census Tract 1007; Cook County; Illinois","134767","20764",
"1400000US17031110100","Census Tract 1101; Cook County; Illinois","97743","22561",
"1400000US17031110200","Census Tract 1102; Cook County; Illinois","76563","33955",
"1400000US17031110300","Census Tract 1103; Cook County; Illinois","119750","26938",
"1400000US17031110400","Census Tract 1104; Cook County; Illinois","92315","13914",
"1400000US17031110501","Census Tract 1105.01; Cook County; Illinois","105568","16576",
"1400000US17031110502","Census Tract 1105.02; Cook County; Illinois","71992","29679",
"1400000US17031120100","Census Tract 1201; Cook County; Illinois","163007","25260",
"1400000US17031120200","Census Tract 1202; Cook County; Illinois","141458","39506",
"1400000US17031120300","Census Tract 1203; Cook County; Illinois","139338","28772",
"1400000US17031120400","Census Tract 1204; Cook County; Illinois","108145","17902",
"1400000US17031130100","Census Tract 1301; Cook County; Illinois","34565","30111",
"1400000US17031130200","Census Tract 1302; Cook County; Illinois","120625","62316",
"1400000US17031130300","Census Tract 1303; Cook County; Illinois","67833","7120",
"1400000US17031140100","Census Tract 1401; Cook County; Illinois","78686","25639",
"1400000US17031140200","Census Tract 1402; Cook County; Illinois","75067","12920",
"1400000US17031140301","Census Tract 1403.01; Cook County; Illinois","75616","7582",
"1400000US17031140302","Census Tract 1403.02; Cook County; Illinois","97574","25282",
"1400000US17031140400","Census Tract 1404; Cook County; Illinois","110306","30387",
"1400000US17031140500","Census Tract 1405; Cook County; Illinois","73889","31728",
"1400000US17031140601","Census Tract 1406.01; Cook County; Illinois","85375","22409",
"1400000US17031140602","Census Tract 1406.02; Cook County; Illinois","62033","13031",
"1400000US17031140701","Census Tract 1407.01; Cook County; Illinois","97500","25342",
"1400000US17031140702","Census Tract 1407.02; Cook County; Illinois","76392","24547",
"1400000US17031140800","Census Tract 1408; Cook County; Illinois","108958","29735",
"1400000US17031150200","Census Tract 1502; Cook County; Illinois","105145","20291",
"1400000US17031150300","Census Tract 1503; Cook County; Illinois","89097","15773",
"1400000US17031150401","Census Tract 1504.01; Cook County; Illinois","86563","18424",
"1400000US17031150402","Census Tract 1504.02; Cook County; Illinois","103939","19509",
"1400000US17031150501","Census Tract 1505.01; Cook County; Illinois","126471","25118",
"1400000US17031150502","Census Tract 1505.02; Cook County; Illinois","79659","22543",
"1400000US17031150600","Census Tract 1506; Cook County; Illinois","102399","10687",
"1400000US17031150700","Census Tract 1507; Cook County; Illinois","132361","44899",
"1400000US17031150800","Census Tract 1508; Cook County; Illinois","92443","23371",
"1400000US17031151001","Census Tract 1510.01; Cook County; Illinois","94435","10713",
"1400000US17031151002","Census Tract 1510.02; Cook County; Illinois","75875","17151",
"1400000US17031151100","Census Tract 1511; Cook County; Illinois","62717","32628",
"1400000US17031151200","Census Tract 1512; Cook County; Illinois","69776","27711",
"1400000US17031160100","Census Tract 1601; Cook County; Illinois","111250","25022",
"1400000US17031160200","Census Tract 1602; Cook County; Illinois","132599","18612",
"1400000US17031160300","Census Tract 1603; Cook County; Illinois","68887","15081",
"1400000US17031160400","Census Tract 1604; Cook County; Illinois","81375","11899",
"1400000US17031160501","Census Tract 1605.01; Cook County; Illinois","80179","22258",
"1400000US17031160502","Census Tract 1605.02; Cook County; Illinois","114719","12184",
"1400000US17031160601","Census Tract 1606.01; Cook County; Illinois","75536","9150",
"1400000US17031160602","Census Tract 1606.02; Cook County; Illinois","99531","19610",
"1400000US17031160700","Census Tract 1607; Cook County; Illinois","93750","48617",
"1400000US17031160800","Census Tract 1608; Cook County; Illinois","87676","17439",
"1400000US17031160900","Census Tract 1609; Cook County; Illinois","109598","39082",
"1400000US17031161000","Census Tract 1610; Cook County; Illinois","109524","22921",
"1400000US17031161100","Census Tract 1611; Cook County; Illinois","149722","46436",
"1400000US17031161200","Census Tract 1612; Cook County; Illinois","80132","36204",
"1400000US17031161300","Census Tract 1613; Cook County; Illinois","59353","6697",
"1400000US17031170100","Census Tract 1701; Cook County; Illinois","51944","39546",
"1400000US17031170200","Census Tract 1702; Cook County; Illinois","110602","17999",
"1400000US17031170300","Census Tract 1703; Cook County; Illinois","82203","17615",
"1400000US17031170400","Census Tract 1704; Cook County; Illinois","110800","18481",
"1400000US17031170500","Census Tract 1705; Cook County; Illinois","85250","36396",
"1400000US17031170600","Census Tract 1706; Cook County; Illinois","81004","9171",
"1400000US17031170700","Census Tract 1707; Cook County; Illinois","90611","16141",
"1400000US17031170800","Census Tract 1708; Cook County; Illinois","80446","20872",
"1400000US17031170900","Census Tract 1709; Cook County; Illinois","64202","18308",
"1400000US17031171000","Census Tract 1710; Cook County; Illinois","86597","14509",
"1400000US17031171100","Census Tract 1711; Cook County; Illinois","95781","22830",
"1400000US17031180100","Census Tract 1801; Cook County; Illinois","86632","23932",
"1400000US17031190100","Census Tract 1901; Cook County; Illinois","56713","8378",
"1400000US17031190200","Census Tract 1902; Cook County; Illinois","80380","11024",
"1400000US17031190300","Census Tract 1903; Cook County; Illinois","78750","23734",
"1400000US17031190401","Census Tract 1904.01; Cook County; Illinois","115000","20958",
"1400000US17031190402","Census Tract 1904.02; Cook County; Illinois","63140","15551",
"1400000US17031190601","Census Tract 1906.01; Cook County; Illinois","77316","21582",
"1400000US17031190602","Census Tract 1906.02; Cook County; Illinois","82232","33628",
"1400000US17031190701","Census Tract 1907.01; Cook County; Illinois","68810","24789",
"1400000US17031190702","Census Tract 1907.02; Cook County; Illinois","62813","12053",
"1400000US17031190800","Census Tract 1908; Cook County; Illinois","52880","36159",
"1400000US17031190900","Census Tract 1909; Cook County; Illinois","77778","24979",
"1400000US17031191000","Census Tract 1910; Cook County; Illinois","58182","33482",
