"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17001010302","Census Tract 103.02; Adams County; Illinois","2842","413","2758","429","2675","418","0","13","0","13","28","40","0","13","0","13","55","44","21","28","34","32","84","84","10","18","0","13","0","13","0","13","0","13","0","13","74","81","74","81","0","13",
"1400000US17001010400","Census Tract 104; Adams County; Illinois","3392","235","3380","232","3330","242","32","49","1","2","0","13","0","13","10","16","7","11","0","13","7","11","12","20","0","13","0","13","0","13","0","13","0","13","0","13","12","20","12","20","0","13",
"1400000US17001010500","Census Tract 105; Adams County; Illinois","3123","404","3009","411","2938","431","57","66","0","13","0","13","0","13","0","13","14","22","0","13","14","22","114","97","71","94","0","13","0","13","0","13","0","13","10","15","33","33","27","31","6","10",
"1400000US17001010600","Census Tract 106; Adams County; Illinois","5308","375","5263","381","5071","392","22","23","14","24","0","18","0","18","0","18","156","118","12","20","144","117","45","75","0","18","0","18","0","18","0","18","0","18","0","18","45","75","45","75","0","18",
"1400000US17003957600","Census Tract 9576; Alexander County; Illinois","1769","212","1752","214","1468","198","207","94","0","13","21","16","0","13","0","13","56","21","0","13","56","21","17","24","0","13","0","13","0","13","0","13","0","13","0","13","17","24","17","24","0","13",
"1400000US17003957700","Census Tract 9577; Alexander County; Illinois","1341","198","1326","188","1194","162","98","76","0","13","0","13","0","13","0","13","34","21","10","14","24","16","15","19","3","4","12","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US17003957800","Census Tract 9578; Alexander County; Illinois","1036","155","1036","155","209","81","776","146","0","13","0","13","0","13","0","13","51","49","0","13","51","49","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US17003957900","Census Tract 9579; Alexander County; Illinois","729","177","728","177","195","145","523","97","0","13","0","13","0","13","0","13","10","14","10","14","0","13","1","4","0","13","0","13","0","13","0","13","0","13","0","13","1","4","1","4","0","13",
"1400000US17005951200","Census Tract 9512; Bond County; Illinois","3061","297","3037","297","2655","276","78","52","12","15","0","13","0","13","0","13","292","143","57","59","235","137","24","39","24","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US17005951300","Census Tract 9513; Bond County; Illinois","6909","239","6708","261","5634","267","866","144","45","32","81","57","0","18","9","18","73","77","0","18","73","77","201","106","103","31","0","18","6","13","0","18","0","18","0","18","92","97","92","97","0","18",
"1400000US17005951400","Census Tract 9514; Bond County; Illinois","2788","282","2712","281","2377","270","79","79","56","51","0","13","0","13","0","13","200","107","44","49","156","94","76","62","6","10","0","13","16","23","3","5","0","13","13","15","38","43","0","13","38","43",
"1400000US17005951500","Census Tract 9515; Bond County; Illinois","3958","316","3923","319","3685","318","0","13","61","85","26","41","0","13","10","8","141","78","15","16","126","75","35","30","4","8","0","13","0","13","0","13","0","13","27","28","4","7","4","7","0","13",
"1400000US17007010101","Census Tract 101.01; Boone County; Illinois","4594","606","3372","582","3239","569","0","13","0","13","0","13","0","13","0","13","133","125","9","15","124","123","1222","432","166","156","0","13","0","13","0","13","0","13","620","385","436","279","436","279","0","13",
"1400000US17007010102","Census Tract 101.02; Boone County; Illinois","4826","935","2758","453","2089","404","562","409","0","13","0","13","0","13","0","13","107","86","29","45","78","71","2068","988","266","267","0","13","17","28","0","13","0","13","1587","950","198","127","198","127","0","13",
"1400000US17007010200","Census Tract 102; Boone County; Illinois","5511","816","2952","471","2573","383","116","102","0","18","50","79","0","18","34","62","179","173","43","67","136","154","2559","815","322","333","61","83","54","83","0","18","0","18","1518","423","604","349","503","319","101","104",
"1400000US17007010300","Census Tract 103; Boone County; Illinois","5942","544","4092","639","4017","640","34","43","0","18","0","18","0","18","0","18","41","45","28","46","13","23","1850","526","165","159","0","18","25","40","0","18","0","18","984","446","676","466","585","466","91","141",
"1400000US17007010400","Census Tract 104; Boone County; Illinois","6778","601","5185","728","4904","716","102","110","0","18","89","81","0","18","88","94","2","4","0","18","2","4","1593","620","47","64","0","18","0","18","0","18","0","18","1253","613","293","267","249","251","44","75",
"1400000US17007010501","Census Tract 105.01; Boone County; Illinois","4944","375","4366","497","3960","472","16","43","0","13","110","101","0","13","0","13","280","103","48","70","232","73","578","392","294","271","0","13","0","13","0","13","0","13","18","30","266","279","266","279","0","13",
"1400000US17007010502","Census Tract 105.02; Boone County; Illinois","5051","499","4300","435","3938","459","79","57","3","8","222","219","0","18","0","18","58","54","37","54","21","28","751","203","10","33","0","18","83","61","0","18","0","18","125","150","533","151","533","151","0","18",
"1400000US17007010601","Census Tract 106.01; Boone County; Illinois","3487","401","2793","388","2738","388","0","13","0","13","0","13","0","13","0","13","55","45","17","18","38","42","694","294","122","125","0","13","0","13","0","13","0","13","389","243","183","98","164","94","19","32",
"1400000US17007010603","Census Tract 106.03; Boone County; Illinois","6387","475","5356","533","4978","525","87","99","10","15","0","18","0","18","45","91","236","139","45","62","191","107","1031","345","215","160","23","44","2","4","0","18","0","18","54","54","737","343","536","308","201","186",
"1400000US17007010604","Census Tract 106.04; Boone County; Illinois","5710","481","4405","525","3734","592","218","164","0","18","40","70","0","18","29","53","384","209","84","118","300","167","1305","395","424","313","325","389","0","18","0","18","0","18","160","162","396","332","382","331","14","26",
"1400000US17009970400","Census Tract 9704; Brown County; Illinois","2291","159","2245","154","2234","158","0","13","1","3","0","13","0","13","0","13","10","21","0","13","10","21","46","47","6","18","0","13","0","13","0","13","0","13","2","4","38","37","37","36","1","7",
"1400000US17009970500","Census Tract 9705; Brown County; Illinois","4031","159","3653","148","2452","164","1123","88","2","4","3","5","0","13","0","13","73","58","48","43","25","25","378","71","19","34","9","16","8","15","0","13","0","13","234","88","108","64","67","51","41","41",
"1400000US17011964700","Census Tract 9647; Bureau County; Illinois","2824","223","2708","222","2605","216","15","14","0","13","16","19","0","13","2","3","70","34","0","13","70","34","116","47","66","44","0","13","0","13","3","4","0","13","23","17","24","21","24","21","0","13",
"1400000US17011964800","Census Tract 9648; Bureau County; Illinois","3066","308","3024","311","2971","302","6","7","0","13","0","13","0","13","6","9","41","39","19","23","22","19","42","33","18","18","0","13","0","13","0","13","0","13","12","10","12","19","12","19","0","13",
"1400000US17011964900","Census Tract 9649; Bureau County; Illinois","2794","311","2668","296","2364","289","29","36","0","13","13","13","0","13","0","13","262","104","73","57","189","82","126","75","61","66","0","13","0","13","0","13","0","13","41","41","24","26","18","23","6","11",
"1400000US17011965000","Census Tract 9650; Bureau County; Illinois","3549","251","2326","192","2132","185","7","13","1","2","64","40","0","13","0","13","122","68","62","55","60","30","1223","187","148","71","0","13","0","13","0","13","0","13","737","191","338","144","334","144","4","6",
"1400000US17011965100","Census Tract 9651; Bureau County; Illinois","4173","262","3440","242","3352","244","12","15","3","4","0","13","0","13","0","13","73","47","30","34","43","35","733","127","141","93","0","13","0","13","0","13","0","13","259","166","333","163","327","163","6","10",
"1400000US17011965200","Census Tract 9652; Bureau County; Illinois","3551","250","3006","292","2753","294","37","47","4","5","30","28","0","13","30","50","152","121","95","115","57","40","545","227","189","166","0","13","0","13","0","13","0","13","278","191","78","55","78","55","0","13",
"1400000US17011965300","Census Tract 9653; Bureau County; Illinois","3256","319","3153","322","2840","313","18","23","0","13","72","59","0","13","56","77","167","116","133","117","34","29","103","68","36","47","0","13","0","13","0","13","0","13","14","17","53","47","53","47","0","13",
"1400000US17011965400","Census Tract 9654; Bureau County; Illinois","3547","299","3295","313","3146","324","40","39","0","13","30","34","0","13","0","13","79","68","54","63","25","23","252","117","156","118","0","13","0","13","0","13","0","13","0","13","96","63","89","62","7","13",
"1400000US17011965500","Census Tract 9655; Bureau County; Illinois","3392","297","3299","286","3194","279","0","13","0","13","38","28","0","13","2","3","65","40","13","11","52","37","93","50","76","46","0","13","0","13","0","13","0","13","3","4","14","15","10","13","4","7",
"1400000US17011965600","Census Tract 9656; Bureau County; Illinois","2714","228","2590","236","2450","232","29","19","3","5","21","24","0","13","1","2","86","52","59","48","27","16","124","52","45","26","0","13","0","13","0","13","0","13","0","13","79","46","62","38","17","17",
"1400000US17013951200","Census Tract 9512; Calhoun County; Illinois","1812","228","1782","224","1677","229","41","46","1","4","0","13","0","13","0","13","63","28","18","18","45","27","30","33","1","2","0","13","0","13","0","13","0","13","0","13","29","33","29","33","0","13",
"1400000US17013951300","Census Tract 9513; Calhoun County; Illinois","2518","228","2512","229","2408","227","23","39","0","13","0","13","0","13","5","7","76","55","50","50","26","24","6","12","0","13","0","13","2","6","0","13","0","13","2","4","2","6","2","6","0","13",
"1400000US17015960100","Census Tract 9601; Carroll County; Illinois","3666","323","3585","334","3483","340","2","4","0","13","19","23","0","13","17","19","64","42","40","40","24","19","81","46","33","26","4","6","0","13","0","13","0","13","6","10","38","31","25","28","13","19",
"1400000US17015960200","Census Tract 9602; Carroll County; Illinois","1844","233","1830","233","1794","231","8","15","0","13","3","6","0","13","0","13","25","25","11","20","14","14","14","16","7","11","0","13","0","13","0","13","0","13","0","13","7","12","7","12","0","13",
"1400000US17015960300","Census Tract 9603; Carroll County; Illinois","3029","187","2813","200","2650","206","8","16","10","13","45","46","0","13","0","13","100","73","30","34","70","62","216","98","67","70","0","13","0","13","0","13","0","13","70","71","79","64","57","57","22","42",
"1400000US17015960400","Census Tract 9604; Carroll County; Illinois","1947","197","1902","205","1833","199","20","21","0","13","25","25","0","13","4","6","20","17","12","15","8","9","45","42","21","32","0","13","0","13","0","13","0","13","6","8","18","24","18","24","0","13",
"1400000US17015960500","Census Tract 9605; Carroll County; Illinois","2489","233","2404","232","2359","237","2","5","0","13","14","18","0","13","0","13","29","23","18","20","11","11","85","55","33","29","0","13","2","5","0","13","0","13","12","14","38","34","34","33","4","6",
"1400000US17015960600","Census Tract 9606; Carroll County; Illinois","2601","112","2222","115","1555","134","572","87","32","27","19","27","0","13","16","28","28","24","14","17","14","19","379","60","192","49","12","22","0","13","0","13","0","13","95","75","80","89","65","80","15","25",
"1400000US17017960100","Census Tract 9601; Cass County; Illinois","1912","211","1902","212","1840","217","0","13","9","9","1","2","0","13","36","43","16","12","0","13","16","12","10","9","7","7","0","13","0","13","0","13","0","13","3","4","0","13","0","13","0","13",
"1400000US17017960200","Census Tract 9602; Cass County; Illinois","2660","255","2542","237","2454","236","36","34","0","13","4","5","0","13","16","20","32","18","10","11","22","13","118","75","54","61","0","13","0","13","0","13","0","13","55","51","9","11","9","11","0","13",
"1400000US17017960300","Census Tract 9603; Cass County; Illinois","2924","301","1945","254","1944","255","0","13","0","13","0","13","0","13","0","13","1","2","0","13","1","2","979","193","117","113","0","13","0","13","0","13","0","13","740","165","122","105","122","105","0","13",
"1400000US17017960400","Census Tract 9604; Cass County; Illinois","2608","304","1857","299","1499","273","147","116","0","13","44","28","70","111","0","13","97","56","0","13","97","56","751","163","230","123","0","13","4","7","0","13","0","13","58","58","459","160","441","161","18","24",
"1400000US17017960500","Census Tract 9605; Cass County; Illinois","2680","325","1609","280","1197","256","325","152","0","13","68","32","0","13","1","2","18","22","0","13","18","22","1071","197","220","140","0","13","115","105","0","13","0","13","287","184","449","240","449","240","0","13",
"1400000US17019000200","Census Tract 2; Champaign County; Illinois","2047","442","1813","376","155","85","1221","379","14","15","324","118","0","13","0","13","99","71","0","13","99","71","234","191","46","71","4","10","0","13","2","5","0","13","21","24","161","171","116","118","45","76",
"1400000US17019000301","Census Tract 3.01; Champaign County; Illinois","6701","1183","6248","1098","2877","975","336","280","0","18","2863","730","0","18","0","18","172","136","33","51","139","122","453","392","16","28","0","18","0","18","0","18","0","18","13","28","424","388","424","388","0","18",
"1400000US17019000302","Census Tract 3.02; Champaign County; Illinois","2535","498","2248","488","807","302","161","132","26","24","1200","389","0","13","0","13","54","63","0","13","54","63","287","156","36","35","0","13","0","13","15","25","0","13","23","39","213","148","213","148","0","13",
"1400000US17019000401","Census Tract 4.01; Champaign County; Illinois","4902","292","4586","302","3313","274","122","65","6","7","1031","234","0","13","10","16","104","57","8","12","96","57","316","101","106","61","0","13","0","13","0","13","0","13","44","45","166","86","130","76","36","53",
"1400000US17019000402","Census Tract 4.02; Champaign County; Illinois","4293","712","3873","649","2568","496","173","109","16","26","1022","439","0","13","0","13","94","91","0","13","94","91","420","193","175","162","0","13","0","13","0","13","0","13","51","50","194","122","194","122","0","13",
"1400000US17019000500","Census Tract 5; Champaign County; Illinois","3535","604","3381","563","2578","613","417","256","0","13","237","129","0","13","22","37","127","89","7","13","120","88","154","126","0","13","0","13","0","13","0","13","0","13","92","97","62","58","44","53","18","30",
"1400000US17019000700","Census Tract 7; Champaign County; Illinois","3702","550","2707","481","1132","271","1354","456","0","13","29","41","0","13","0","13","192","137","66","97","126","101","995","410","12","21","0","13","56","93","0","13","0","13","402","307","525","259","525","259","0","13",
"1400000US17019000800","Census Tract 8; Champaign County; Illinois","6906","846","6043","778","2683","658","1611","656","0","18","1529","476","0","18","20","32","200","132","51","64","149","121","863","532","196","176","0","18","0","18","0","18","0","18","29","46","638","509","638","509","0","18",
"1400000US17019000901","Census Tract 9.01; Champaign County; Illinois","4253","624","3886","624","1044","368","2404","758","0","13","310","274","0","13","0","13","128","98","0","13","128","98","367","215","20","25","0","13","0","13","9","15","0","13","120","146","218","157","218","157","0","13",
"1400000US17019000902","Census Tract 9.02; Champaign County; Illinois","7330","1057","7179","1054","4108","744","1832","766","0","18","956","620","0","18","56","64","227","204","103","123","124","158","151","116","68","87","0","18","27","47","0","18","0","18","24","40","32","34","32","34","0","18",
"1400000US17019001000","Census Tract 10; Champaign County; Illinois","3999","580","3585","563","2762","495","465","122","0","13","15","26","0","13","0","13","343","331","147","186","196","283","414","411","30","50","0","13","0","13","0","13","0","13","138","140","246","375","246","375","0","13",
"1400000US17019001100","Census Tract 11; Champaign County; Illinois","3958","541","3773","541","2950","463","399","212","0","13","229","193","0","13","63","81","132","122","41","38","91","116","185","99","9","13","0","13","19","27","0","13","0","13","24","30","133","81","99","80","34","50",
"1400000US17019001201","Census Tract 12.01; Champaign County; Illinois","6742","813","6436","843","2711","764","2594","692","0","18","831","295","0","18","0","18","300","232","52","71","248","223","306","237","8","15","0","18","0","18","0","18","0","18","116","119","182","191","182","191","0","18",
"1400000US17019001203","Census Tract 12.03; Champaign County; Illinois","4634","431","4392","422","3088","318","749","236","5","8","389","189","0","13","30","45","131","82","32","40","99","73","242","174","47","75","0","13","0","13","0","13","0","13","155","151","40","54","40","54","0","13",
"1400000US17019001204","Census Tract 12.04; Champaign County; Illinois","3397","533","3292","522","2076","407","375","253","0","13","578","232","0","13","55","78","208","150","12","17","196","150","105","100","24","41","0","13","0","13","0","13","0","13","30","53","51","70","51","70","0","13",
"1400000US17019001205","Census Tract 12.05; Champaign County; Illinois","8568","839","8011","830","4179","583","1080","267","0","18","1912","548","0","18","96","141","744","539","66","86","678","539","557","293","75","65","0","18","66","109","0","18","0","18","214","196","202","189","198","188","4","9",
"1400000US17019001206","Census Tract 12.06; Champaign County; Illinois","1908","285","1853","276","1651","266","113","75","0","13","37","32","0","13","0","13","52","46","6","9","46","45","55","51","11","17","0","13","0","13","0","13","0","13","9","12","35","39","26","31","9","14",
"1400000US17019001301","Census Tract 13.01; Champaign County; Illinois","5715","703","5246","715","4416","660","16","24","0","18","631","391","0","18","11","19","172","149","65","103","107","99","469","252","95","136","0","18","46","54","0","18","0","18","18","26","310","234","310","234","0","18",
"1400000US17019001302","Census Tract 13.02; Champaign County; Illinois","4675","365","4593","367","3585","400","239","153","0","13","550","168","0","13","0","13","219","149","0","13","219","149","82","76","0","13","0","13","20","36","0","13","0","13","0","13","62","68","62","68","0","13",
"1400000US17019001400","Census Tract 14; Champaign County; Illinois","7407","430","6709","471","4501","549","387","265","0","18","1514","340","0","18","0","18","307","216","16","34","291","214","698","326","126","139","0","18","0","18","11","16","0","18","54","46","507","282","494","281","13","20",
"1400000US17019005300","Census Tract 53; Champaign County; Illinois","4265","745","4035","728","504","207","2421","647","0","13","1032","412","0","13","13","22","65","67","0","13","65","67","230","267","15","25","0","13","0","13","0","13","0","13","7","15","208","267","208","267","0","13",
"1400000US17019005401","Census Tract 54.01; Champaign County; Illinois","4038","903","2812","490","1688","483","929","411","0","13","152","148","0","13","11","41","32","42","0","13","32","42","1226","629","876","545","71","133","0","13","0","13","0","13","109","154","170","131","1","3","169","131",
"1400000US17019005402","Census Tract 54.02; Champaign County; Illinois","3873","688","3280","622","2337","490","520","293","0","13","156","150","0","13","158","245","109","65","0","13","109","65","593","388","423","379","0","13","0","13","0","13","0","13","83","97","87","79","87","79","0","13",
"1400000US17019005500","Census Tract 55; Champaign County; Illinois","5185","797","4895","755","2968","444","892","559","0","18","432","279","0","18","31","51","572","425","105","63","467","424","290","250","89","99","0","18","0","18","0","18","0","18","0","18","201","174","178","153","23","39",
"1400000US17019005601","Census Tract 56.01; Champaign County; Illinois","5881","638","5254","620","2738","522","1890","606","0","18","412","265","0","18","0","18","214","124","0","18","214","124","627","199","48","69","26","41","15","26","0","18","0","18","94","76","444","172","381","161","63","76",
"1400000US17019005602","Census Tract 56.02; Champaign County; Illinois","2665","425","2478","439","1472","372","472","356","0","13","468","221","0","13","0","13","66","75","0","13","66","75","187","108","39","40","0","13","0","13","0","13","0","13","64","70","84","81","84","81","0","13",
